"dragon_claw","Dragon Claw","FEB2D014","fortify_destruction","Fortify Destruction","0003EB26","positive","4","4.000000","120","0.250000","100"
"golden_feathers","Golden Feathers","FE7CEA2F","resist_fall_damage","Resist Fall Damage","FE7CEA36","negative","1","1.000000","120","0.100000","15"
"golden_feathers","Golden Feathers","FE7CEA2F","resist_frost","Resist Frost","0003EAEB","positive","2","4.000000","120","0.100000","15"
"golden_feathers","Golden Feathers","FE7CEA2F","cure_disease","Cure Disease","000AE722","positive","3","5.000000","0","0.100000","15"
"golden_feathers","Golden Feathers","FE7CEA2F","invisibility","Invisibility","0003EB3D","positive","4","0.000000","4","0.100000","15"
"eagle_beak","Eagle Beak","FE7AA823","restore_stamina","Restore Stamina","0003EB16","positive","1","1.000000","20","0.250000","20"
"eagle_beak","Eagle Beak","FE7AA823","resist_frost","Resist Frost","0003EAEB","positive","2","4.000000","60","0.250000","20"
"eagle_beak","Eagle Beak","FE7AA823","fortify_carry_weight","Fortify Carry Weight","0003EB01","positive","3","4.000000","600","0.250000","20"
"eagle_beak","Eagle Beak","FE7AA823","resist_shock","Resist Shock","0003EAEC","positive","4","4.000000","120","0.250000","20"
"eagle_feathers","Eagle Feathers","FE7AA822","cure_disease","Cure Disease","000AE722","positive","1","5.000000","0","0.100000","20"
"eagle_feathers","Eagle Feathers","FE7AA822","fortify_speed","Fortify Speed","0003EB1F","positive","2","1.000000","120","0.100000","20"
"eagle_feathers","Eagle Feathers","FE7AA822","fortify_one_handed","Fortify One-Handed","0003EB19","positive","3","4.000000","120","0.100000","20"
"eagle_feathers","Eagle Feathers","FE7AA822","fortify_sneak","Fortify Sneak","0003EB22","positive","4","4.000000","120","0.100000","20"
"cliff_racer_plume","Cliff Racer Plume","FE7A7817","lingering_damage_magicka","Lingering Damage Magicka","0010DE5F","negative","1","2.000000","15","0.050000","15"
"cliff_racer_plume","Cliff Racer Plume","FE7A7817","fortify_alteration","Fortify Alteration","0003EB24","positive","2","4.000000","120","0.050000","15"
"cliff_racer_plume","Cliff Racer Plume","FE7A7817","lingering_damage_health","Lingering Damage Health","0010AA4A","negative","3","1.000000","15","0.050000","15"
"cliff_racer_plume","Cliff Racer Plume","FE7A7817","fortify_jump","Fortify Jump","0003EB29","positive","4","20.000000","120","0.050000","15"
"minotaur_horn","Minotaur Horn","FE7A380A","resist_poison","Resist Poison","00090041","positive","1","6.000000","120","1.000000","110"
"minotaur_horn","Minotaur Horn","FE7A380A","damage_magicka_regeneration","Damage Magicka Regeneration","00073F2B","negative","2","32.000000","60","1.000000","110"
"minotaur_horn","Minotaur Horn","FE7A380A","fortify_health_regeneration","Fortify Health Regeneration","0003EB06","positive","3","16.000000","300","1.000000","110"
"minotaur_horn","Minotaur Horn","FE7A380A","fortify_magicka_regeneration","Fortify Magicka Regeneration","0003EB07","positive","4","16.000000","300","1.000000","110"
"beetle_legs","Beetle Legs","FE759820","restore_health","Restore Health","0003EB15","positive","1","1.000000","20","0.100000","10"
"beetle_legs","Beetle Legs","FE759820","fortify_speech","Fortify Speech","000D6947","positive","2","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","FE759820","resist_magic","Resist Magic","00039E51","positive","3","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","FE759820","fortify_carry_weight","Fortify Carry Weight","0003EB01","positive","4","4.000000","600","0.100000","10"
"beetle_legs","Beetle Legs","FE75981F","restore_health","Restore Health","0003EB15","positive","1","1.000000","20","0.100000","10"
"beetle_legs","Beetle Legs","FE75981F","fortify_speech","Fortify Speech","000D6947","positive","2","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","FE75981F","resist_fire","Resist Fire","0003EAEA","positive","3","4.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","FE75981F","fortify_carry_weight","Fortify Carry Weight","0003EB01","positive","4","4.000000","600","0.100000","10"
"beetle_legs","Beetle Legs","FE75981E","restore_health","Restore Health","0003EB15","positive","1","1.000000","20","0.100000","10"
"beetle_legs","Beetle Legs","FE75981E","fortify_speech","Fortify Speech","000D6947","positive","2","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","FE75981E","resist_frost","Resist Frost","0003EAEB","positive","3","4.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","FE75981E","fortify_carry_weight","Fortify Carry Weight","0003EB01","positive","4","4.000000","600","0.100000","10"
"beetle_legs","Beetle Legs","FE75981D","restore_health","Restore Health","0003EB15","positive","1","1.000000","20","0.100000","10"
"beetle_legs","Beetle Legs","FE75981D","fortify_speech","Fortify Speech","000D6947","positive","2","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","FE75981D","resist_shock","Resist Shock","0003EAEC","positive","3","4.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","FE75981D","fortify_carry_weight","Fortify Carry Weight","0003EB01","positive","4","4.000000","600","0.100000","10"
"mushroom_cluster","Mushroom Cluster","FE75981C","drugged","Drugged","FE759819","positive","1","0.000000","60","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981C","cure_poison","Cure Poison","00109ADD","positive","2","2.000000","0","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981C","resist_magic","Resist Magic","00039E51","positive","3","2.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981C","fortify_illusion","Fortify Illusion","0003EB27","positive","4","4.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981B","drugged","Drugged","FE759818","positive","1","0.000000","60","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981B","cure_poison","Cure Poison","00109ADD","positive","2","2.000000","0","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981B","resist_shock","Resist Shock","0003EAEC","positive","3","4.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981B","fortify_alteration","Fortify Alteration","0003EB24","positive","4","4.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981A","drugged","Drugged","FE759817","positive","1","0.000000","60","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981A","cure_poison","Cure Poison","00109ADD","positive","2","2.000000","0","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981A","resist_frost","Resist Frost","0003EAEB","positive","3","4.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE75981A","fortify_alteration","Fortify Alteration","0003EB24","positive","4","4.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE759810","drugged","Drugged","FE759811","positive","1","0.000000","60","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE759810","cure_poison","Cure Poison","00109ADD","positive","2","2.000000","0","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE759810","resist_fire","Resist Fire","0003EAEA","positive","3","4.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","FE759810","fortify_alteration","Fortify Alteration","0003EB24","positive","4","4.000000","120","0.250000","25"
"beetle_wax","Beetle Wax","FE759804","damage_stamina","Damage Stamina","0003A2C6","negative","1","16.000000","0","0.100000","1"
"beetle_wax","Beetle Wax","FE759804","lingering_damage_stamina","Lingering Damage Stamina","0010DE5E","negative","2","2.000000","15","0.100000","1"
"beetle_wax","Beetle Wax","FE759804","damage_stamina_regeneration","Damage Stamina Regeneration","00073F2C","negative","3","32.000000","60","0.100000","1"
"beetle_wax","Beetle Wax","FE759804","damage_maximum_stamina","Damage Maximum Stamina","00073F23","negative","4","16.000000","60","0.100000","1"
"shalk_resin","Shalk Resin","FE758835","damage_stamina","Damage Stamina","0003A2C6","negative","1","16.000000","0","0.100000","50"
"shalk_resin","Shalk Resin","FE758835","fortify_health","Fortify Health","0003EAF3","positive","2","8.000000","300","0.100000","50"
"shalk_resin","Shalk Resin","FE758835","frenzy","Frenzy","00073F29","negative","3","2.000000","15","0.100000","50"
"shalk_resin","Shalk Resin","FE758835","fortify_stamina_regeneration","Fortify Stamina Regeneration","0003EB08","positive","4","16.000000","300","0.100000","50"
"alit_hide","Alit Hide","FE75781E","fortify_conjuration","Fortify Conjuration","0003EB25","positive","1","4.000000","120","1.000000","5"
"alit_hide","Alit Hide","FE75781E","resist_magic","Resist Magic","00039E51","positive","2","2.000000","120","1.000000","5"
"alit_hide","Alit Hide","FE75781E","resist_shock","Resist Shock","0003EAEC","positive","3","4.000000","120","1.000000","5"
"alit_hide","Alit Hide","FE75781E","damage_magicka_regeneration","Damage Magicka Regeneration","00073F2B","negative","4","32.000000","60","1.000000","5"
"alit_hide","Alit Hide","FE75781D","fortify_illusion","Fortify Illusion","0003EB27","positive","1","4.000000","120","1.000000","5"
"alit_hide","Alit Hide","FE75781D","fortify_alteration","Fortify Alteration","0003EB24","positive","2","4.000000","120","1.000000","5"
"alit_hide","Alit Hide","FE75781D","resist_frost","Resist Frost","0003EAEB","positive","3","4.000000","120","1.000000","5"
"alit_hide","Alit Hide","FE75781D","damage_magicka_regeneration","Damage Magicka Regeneration","00073F2B","negative","4","32.000000","60","1.000000","5"
"alit_hide","Alit Hide","FE75781C","fortify_destruction","Fortify Destruction","0003EB26","positive","1","4.000000","120","1.000000","5"
"alit_hide","Alit Hide","FE75781C","fortify_restoration","Fortify Restoration","0003EB28","positive","2","4.000000","120","1.000000","5"
"alit_hide","Alit Hide","FE75781C","resist_fire","Resist Fire","0003EAEA","positive","3","4.000000","120","1.000000","5"
"alit_hide","Alit Hide","FE75781C","damage_magicka_regeneration","Damage Magicka Regeneration","00073F2B","negative","4","32.000000","60","1.000000","5"
"elder_blisterwort","Elder Blisterwort","FE6C8007","damage_stamina","Damage Stamina","0003A2C6","negative","1","16.000000","0","0.200000","12"
"elder_blisterwort","Elder Blisterwort","FE6C8007","frenzy","Frenzy","00073F29","negative","2","2.000000","15","0.200000","12"
"elder_blisterwort","Elder Blisterwort","FE6C8007","restore_health","Restore Health","0003EB15","positive","3","0.500000","20","0.200000","12"
"elder_blisterwort","Elder Blisterwort","FE6C8007","reflect_damage","Reflect Damage","0003EB1D","positive","4","1.000000","120","0.200000","12"
"elder_namiras_rot","Elder Namira's Rot","FE6C8006","damage_magicka","Damage Magicka","0003A2B6","negative","1","16.000000","0","0.250000","12"
"elder_namiras_rot","Elder Namira's Rot","FE6C8006","fortify_lockpicking","Fortify Lockpicking","8A0BCC54","positive","2","0.400000","120","0.250000","12"
"elder_namiras_rot","Elder Namira's Rot","FE6C8006","fear","Fear","00073F20","negative","3","2.000000","15","0.250000","12"
"elder_namiras_rot","Elder Namira's Rot","FE6C8006","fortify_health_regeneration","Fortify Health Regeneration","0003EB06","positive","4","16.000000","300","0.250000","12"
"elder_imp_stool","Elder Imp Stool","FE6C8005","damage_health","Damage Health","0003EB42","negative","1","8.000000","0","0.300000","12"
"elder_imp_stool","Elder Imp Stool","FE6C8005","lingering_damage_health","Lingering Damage Health","0010AA4A","negative","2","0.500000","30","0.300000","12"
"elder_imp_stool","Elder Imp Stool","FE6C8005","slow","Slow","00073F25","negative","3","50.000000","4","0.300000","12"
"elder_imp_stool","Elder Imp Stool","FE6C8005","restore_health","Restore Health","0003EB15","positive","4","0.500000","20","0.300000","12"
"elder_white_cap","Elder White Cap","FE6C8004","weakness_to_frost","Weakness to Frost","00073F2E","negative","1","4.000000","30","0.300000","12"
"elder_white_cap","Elder White Cap","FE6C8004","fortify_armor_rating","Fortify Armor Rating","0003EB1E","positive","2","12.000000","120","0.300000","12"
"elder_white_cap","Elder White Cap","FE6C8004","restore_magicka","Restore Magicka","0003EB17","positive","3","1.000000","20","0.300000","12"
"elder_white_cap","Elder White Cap","FE6C8004","damage_maximum_magicka","Damage Maximum Magicka","00073F27","negative","4","16.000000","60","0.300000","12"
"elder_bleeding_crown","Elder Bleeding Crown","FE6C8003","weakness_to_fire","Weakness to Fire","00073F2D","negative","1","4.000000","30","0.300000","10"
"elder_bleeding_crown","Elder Bleeding Crown","FE6C8003","fortify_block","Fortify Block","0003EB1C","positive","2","4.000000","120","0.300000","10"
"elder_bleeding_crown","Elder Bleeding Crown","FE6C8003","weakness_to_poison","Weakness to Poison","00090042","negative","3","6.000000","30","0.300000","10"
"elder_bleeding_crown","Elder Bleeding Crown","FE6C8003","resist_magic","Resist Magic","00039E51","positive","4","2.000000","120","0.300000","10"
"elder_fly_amanita","Elder Fly Amanita","FE6C8002","resist_fire","Resist Fire","0003EAEA","positive","1","4.000000","120","0.100000","2"
"elder_fly_amanita","Elder Fly Amanita","FE6C8002","fortify_two_handed","Fortify Two-Handed","0003EB1A","positive","2","4.000000","120","0.100000","2"
"elder_fly_amanita","Elder Fly Amanita","FE6C8002","frenzy","Frenzy","00073F29","negative","3","2.000000","15","0.100000","2"
"elder_fly_amanita","Elder Fly Amanita","FE6C8002","fortify_stamina_regeneration","Fortify Stamina Regeneration","0003EB08","positive","4","16.000000","300","0.100000","2"
"dwarven_oil","Dwarven Oil","FE438801","weakness_to_magic","Weakness to Magic","00073F51","negative","1","2.000000","30","0.250000","50"
"dwarven_oil","Dwarven Oil","FE438801","fortify_illusion","Fortify Illusion","0003EB27","positive","2","4.000000","120","0.250000","50"
"dwarven_oil","Dwarven Oil","FE438801","fortify_magicka_regeneration","Fortify Magicka Regeneration","0003EB07","positive","3","16.000000","300","0.250000","50"
"dwarven_oil","Dwarven Oil","FE438801","restore_magicka","Restore Magicka","0003EB17","positive","4","1.000000","20","0.250000","50"
"dwarven_oil","Dwarven Oil","FE438800","weakness_to_magic","Weakness to Magic","00073F51","negative","1","2.000000","30","0.250000","50"
"dwarven_oil","Dwarven Oil","FE438800","fortify_illusion","Fortify Illusion","0003EB27","positive","2","4.000000","120","0.250000","50"
"dwarven_oil","Dwarven Oil","FE438800","fortify_magicka_regeneration","Fortify Magicka Regeneration","0003EB07","positive","3","16.000000","300","0.250000","50"
"dwarven_oil","Dwarven Oil","FE438800","restore_magicka","Restore Magicka","0003EB17","positive","4","1.000000","20","0.250000","50"
"velehk_sains_heart","Velehk Sain's Heart","FE407809","restore_health","Restore Health","0003EB15","positive","1","2.000000","20","0.500000","250"
"velehk_sains_heart","Velehk Sain's Heart","FE407809","damage_stamina_regeneration","Damage Stamina Regeneration","00073F2C","negative","2","64.000000","60","0.500000","250"
"velehk_sains_heart","Velehk Sain's Heart","FE407809","damage_magicka","Damage Magicka","0003A2B6","negative","3","32.000000","0","0.500000","250"
"velehk_sains_heart","Velehk Sain's Heart","FE407809","fear","Fear","00073F20","negative","4","4.000000","15","0.500000","250"
"charred_human_flesh","Charred Human Flesh","FE28A803","damage_stamina","Damage Stamina","0003A2C6","negative","1","16.000000","0","0.250000","1"
"charred_human_flesh","Charred Human Flesh","FE28A803","weakness_to_fire","Weakness to Fire","00073F2D","negative","2","4.000000","30","0.250000","1"
"charred_human_flesh","Charred Human Flesh","FE28A803","damage_stamina_regeneration","Damage Stamina Regeneration","00073F2C","negative","3","32.000000","60","0.250000","1"
"charred_human_flesh","Charred Human Flesh","FE28A803","frenzy","Frenzy","00073F29","negative","4","2.000000","15","0.250000","1"
"large_antlers","Large Antlers","FE237835","fortify_unarmed","Fortify Unarmed","8A020E2B","positive","1","1.000000","120","1.000000","25"
"large_antlers","Large Antlers","FE237835","fortify_stamina","Fortify Stamina","0003EAF9","positive","2","8.000000","300","1.000000","25"
"large_antlers","Large Antlers","FE237835","slow","Slow","00073F25","negative","3","50.000000","6","1.000000","25"
"large_antlers","Large Antlers","FE237835","damage_strength","Damage Strength","FE6B4816","negative","4","4.000000","30","1.000000","25"
"large_antlers","Large Antlers","FE237834","fortify_unarmed","Fortify Unarmed","8A020E2B","positive","1","1.000000","120","1.000000","25"
"large_antlers","Large Antlers","FE237834","fortify_stamina","Fortify Stamina","0003EAF9","positive","2","8.000000","300","1.000000","25"
"large_antlers","Large Antlers","FE237834","slow","Slow","00073F25","negative","3","50.000000","6","1.000000","25"
"large_antlers","Large Antlers","FE237834","damage_strength","Damage Strength","FE6B4816","negative","4","4.000000","30","1.000000","25"
"mussels","Mussels","FE133A5D","restore_health","Restore Health","0003EB15","positive","1","1.000000","20","0.500000","2"
"mussels","Mussels","FE133A5D","fortify_one_handed","Fortify One-Handed","0003EB19","positive","2","4.000000","120","0.500000","2"
"mussels","Mussels","FE133A5D","damage_stamina","Damage Stamina","0003A2C6","negative","3","16.000000","0","0.500000","2"
"mussels","Mussels","FE133A5D","weakness_to_magic","Weakness to Magic","00073F51","negative","4","2.000000","30","0.500000","2"
"sprite_dust","Sprite Dust","FE0AF80E","resist_magic","Resist Magic","00039E51","positive","1","2.000000","120","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80E","weakness_to_shock","Weakness to Shock","00073F2F","negative","2","4.000000","30","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80E","invisibility","Invisibility","0003EB3D","positive","3","0.000000","4","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80E","waterwalking","Waterwalking","040390E1","positive","4","0.000000","120","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80D","restore_health","Restore Health","0003EB15","positive","1","1.000000","20","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80D","weakness_to_magic","Weakness to Magic","00073F51","negative","2","2.000000","30","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80D","fortify_jump","Fortify Jump","0003EB29","positive","3","20.000000","120","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80D","waterwalking","Waterwalking","040390E1","positive","4","0.000000","120","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80C","reflect_damage","Reflect Damage","0003EB1D","positive","1","4.000000","120","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80C","weakness_to_fire","Weakness to Fire","00073F2D","negative","2","4.000000","30","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80C","waterbreathing","Waterbreathing","0003AC2D","positive","3","0.000000","24","0.500000","20"
"sprite_dust","Sprite Dust","FE0AF80C","waterwalking","Waterwalking","040390E1","positive","4","0.000000","120","0.500000","20"
"seagull_feathers","Seagull Feathers","FE0A19B9","fortify_jump","Fortify Jump","0003EB29","positive","1","20.000000","120","0.100000","2"
"seagull_feathers","Seagull Feathers","FE0A19B9","frenzy","Frenzy","00073F29","negative","2","2.000000","15","0.100000","2"
"seagull_feathers","Seagull Feathers","FE0A19B9","fortify_stamina_regeneration","Fortify Stamina Regeneration","0003EB08","positive","3","16.000000","300","0.100000","2"
"seagull_feathers","Seagull Feathers","FE0A19B9","fortify_sneak","Fortify Sneak","0003EB22","positive","4","4.000000","120","0.100000","2"
"raven_feathers","Raven Feathers","FE0A1802","night_eye","Night Eye","0006B10C","positive","1","2.000000","30","0.100000","10"
"raven_feathers","Raven Feathers","FE0A1802","fortify_barter","Fortify Barter","0003EB23","positive","2","2.000000","120","0.100000","10"
"raven_feathers","Raven Feathers","FE0A1802","fortify_pickpocket","Fortify Pickpocket","0003EB20","positive","3","4.000000","120","0.100000","10"
"raven_feathers","Raven Feathers","FE0A1802","fortify_sneak","Fortify Sneak","0003EB22","positive","4","4.000000","120","0.100000","10"
"ironwood_fruit","Ironwood Fruit","FE03EF0F","restore_health","Restore Health","0003EB15","positive","1","1.000000","20","0.100000","5"
"ironwood_fruit","Ironwood Fruit","FE03EF0F","resist_fire","Resist Fire","0003EAEA","positive","2","4.000000","120","0.100000","5"
"ironwood_fruit","Ironwood Fruit","FE03EF0F","damage_stamina","Damage Stamina","0003A2C6","negative","3","16.000000","0","0.100000","5"
"ironwood_fruit","Ironwood Fruit","FE03EF0F","restore_magicka","Restore Magicka","0003EB17","positive","4","2.000000","20","0.100000","5"
"simon_rodaynes_heart","Simon Rodayne's Heart","FE02A85D","damage_health","Damage Health","0003EB42","negative","1","8.000000","0","1.000000","0"
"simon_rodaynes_heart","Simon Rodayne's Heart","FE02A85D","damage_magicka","Damage Magicka","0003A2B6","negative","2","16.000000","0","1.000000","0"
"simon_rodaynes_heart","Simon Rodayne's Heart","FE02A85D","damage_magicka_regeneration","Damage Magicka Regeneration","00073F2B","negative","3","32.000000","60","1.000000","0"
"simon_rodaynes_heart","Simon Rodayne's Heart","FE02A85D","frenzy","Frenzy","00073F29","negative","4","3.000000","15","1.000000","0"
"corrupted_human_heart","Corrupted Human Heart","FE02A85B","damage_health","Damage Health","0003EB42","negative","1","8.000000","0","0.500000","10"
"corrupted_human_heart","Corrupted Human Heart","FE02A85B","damage_magicka","Damage Magicka","0003A2B6","negative","2","16.000000","0","0.500000","10"
"corrupted_human_heart","Corrupted Human Heart","FE02A85B","damage_magicka_regeneration","Damage Magicka Regeneration","00073F2B","negative","3","32.000000","60","0.500000","10"
"corrupted_human_heart","Corrupted Human Heart","FE02A85B","frenzy","Frenzy","00073F29","negative","4","3.000000","15","0.500000","10"
"steel_blue_entoloma","Steel-Blue Entoloma","FE021832","restore_magicka","Restore Magicka","0003EB17","positive","1","2.000000","20","0.100000","2"
"steel_blue_entoloma","Steel-Blue Entoloma","FE021832","fortify_destruction","Fortify Destruction","0003EB26","positive","2","4.000000","120","0.100000","2"
"steel_blue_entoloma","Steel-Blue Entoloma","FE021832","resist_frost","Resist Frost","0003EAEB","positive","3","4.000000","120","0.100000","2"
"steel_blue_entoloma","Steel-Blue Entoloma","FE021832","fortify_carry_weight","Fortify Carry Weight","0003EB01","positive","4","4.000000","600","0.100000","2"
"bog_beacon","Bog Beacon","FE016D6C","restore_magicka","Restore Magicka","0003EB17","positive","1","1.000000","20","0.100000","20"
"bog_beacon","Bog Beacon","FE016D6C","fortify_speed","Fortify Speed","0003EB1F","positive","2","1.500000","120","0.100000","20"
"bog_beacon","Bog Beacon","FE016D6C","fear","Fear","00073F20","negative","3","2.000000","15","0.100000","20"
"bog_beacon","Bog Beacon","FE016D6C","damage_stamina","Damage Stamina","0003A2C6","negative","4","16.000000","0","0.100000","20"
"blister_pod_cap","Blister Pod Cap","FE016D6A","restore_magicka","Restore Magicka","0003EB17","positive","1","1.000000","20","0.100000","50"
"blister_pod_cap","Blister Pod Cap","FE016D6A","fortify_magicka","Fortify Magicka","0003EAF8","positive","2","8.000000","300","0.100000","50"
"blister_pod_cap","Blister Pod Cap","FE016D6A","night_eye","Night Eye","FE016803","positive","3","0.000000","300","0.100000","50"
"blister_pod_cap","Blister Pod Cap","FE016D6A","invisibility","Invisibility","0003EB3D","positive","4","0.000000","6","0.100000","50"
"bittergreen_petals","Bittergreen Petals","FE016D68","lingering_damage_stamina","Lingering Damage Stamina","0010DE5E","negative","1","2.000000","15","0.100000","25"
"bittergreen_petals","Bittergreen Petals","FE016D68","invisibility","Invisibility","0003EB3D","positive","2","0.000000","5","0.100000","25"
"bittergreen_petals","Bittergreen Petals","FE016D68","cure_poison","Cure Poison","00109ADD","positive","3","2.000000","0","0.100000","25"
"bittergreen_petals","Bittergreen Petals","FE016D68","damage_magicka","Damage Magicka","0003A2B6","negative","4","16.000000","0","0.100000","25"
"aster_bloom_core","Aster Bloom Core","FE016D66","resist_magic","Resist Magic","00039E51","positive","1","2.000000","120","0.100000","100"
"aster_bloom_core","Aster Bloom Core","FE016D66","fortify_speed","Fortify Speed","0003EB1F","positive","2","1.000000","120","0.100000","100"
