ingredient_id,ingredient_name,ingredient_editor_id,ingredient_origin_plugin,ingredient_winning_plugin,ingredient_fixed_form_id,ingredient_load_order_form_id,effect_id,effect_name,effect_editor_id,effect_origin_plugin,effect_winning_plugin,effect_fixed_form_id,effect_load_order_form_id,effect_type,effect_order,magnitude,duration,weight,value
"dragon_claw","Dragon Claw","DH_DragonClaw","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000014","FEB2D014","fortify_one_handed","Fortify One-Handed","REQ_Alch_FortifyDamage_OneHanded","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB19","0003EB19","positive","1","4.000000","120","0.250000","100"
"dragon_claw","Dragon Claw","DH_DragonClaw","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000014","FEB2D014","fortify_two_handed","Fortify Two-Handed","REQ_Alch_FortifyDamage_TwoHanded","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB1A","0003EB1A","positive","2","4.000000","120","0.250000","100"
"dragon_claw","Dragon Claw","DH_DragonClaw","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000014","FEB2D014","fortify_marksman","Fortify Marksman","REQ_Alch_FortifyDamage_Marksman","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB1B","0003EB1B","positive","3","4.000000","120","0.250000","100"
"dragon_claw","Dragon Claw","DH_DragonClaw","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000014","FEB2D014","fortify_destruction","Fortify Destruction","REQ_Alch_FortifyDestruction","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB26","0003EB26","positive","4","4.000000","120","0.250000","100"
"golden_feathers","Golden Feathers","Haiku_GoldenFeathers","Ascend - Hidden Peaks of Skyrim.esp","LoreRim - Alchemy Tweaks.esp","05000A2F","FE7CEA2F","resist_fall_damage","Resist Fall Damage","Haiku_AlchFallDamage","Ascend - Hidden Peaks of Skyrim.esp","Ascend - Hidden Peaks of Skyrim.esp","05000A36","FE7CEA36","negative","1","1.000000","120","0.100000","15"
"golden_feathers","Golden Feathers","Haiku_GoldenFeathers","Ascend - Hidden Peaks of Skyrim.esp","LoreRim - Alchemy Tweaks.esp","05000A2F","FE7CEA2F","resist_frost","Resist Frost","REQ_Alch_ResistFrost","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEB","0003EAEB","positive","2","4.000000","120","0.100000","15"
"golden_feathers","Golden Feathers","Haiku_GoldenFeathers","Ascend - Hidden Peaks of Skyrim.esp","LoreRim - Alchemy Tweaks.esp","05000A2F","FE7CEA2F","cure_disease","Cure Disease","REQ_Alch_CureDisease","Skyrim.esm","Requiem - Alchemy Redone.esp","000AE722","000AE722","positive","3","5.000000","0","0.100000","15"
"golden_feathers","Golden Feathers","Haiku_GoldenFeathers","Ascend - Hidden Peaks of Skyrim.esp","LoreRim - Alchemy Tweaks.esp","05000A2F","FE7CEA2F","invisibility","Invisibility","REQ_Alch_Invisibillity","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB3D","0003EB3D","positive","4","0.000000","4","0.100000","15"
"eagle_beak","Eagle Beak","HawkBeaksmalleagle","mihailhawkandtern.esp","LoreRim - Alchemy Tweaks.esp","06000823","FE7AA823","restore_stamina","Restore Stamina","REQ_Alch_RestoreStamina","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB16","0003EB16","positive","1","1.000000","20","0.250000","20"
"eagle_beak","Eagle Beak","HawkBeaksmalleagle","mihailhawkandtern.esp","LoreRim - Alchemy Tweaks.esp","06000823","FE7AA823","resist_frost","Resist Frost","REQ_Alch_ResistFrost","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEB","0003EAEB","positive","2","4.000000","60","0.250000","20"
"eagle_beak","Eagle Beak","HawkBeaksmalleagle","mihailhawkandtern.esp","LoreRim - Alchemy Tweaks.esp","06000823","FE7AA823","fortify_carry_weight","Fortify Carry Weight","REQ_Alch_FortifyCarryWeight","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB01","0003EB01","positive","3","4.000000","600","0.250000","20"
"eagle_beak","Eagle Beak","HawkBeaksmalleagle","mihailhawkandtern.esp","LoreRim - Alchemy Tweaks.esp","06000823","FE7AA823","resist_shock","Resist Shock","REQ_Alch_ResistShock","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEC","0003EAEC","positive","4","4.000000","120","0.250000","20"
"eagle_feathers","Eagle Feathers","HawkFeatherseaglesmall","mihailhawkandtern.esp","LoreRim - Alchemy Tweaks.esp","06000822","FE7AA822","cure_disease","Cure Disease","REQ_Alch_CureDisease","Skyrim.esm","Requiem - Alchemy Redone.esp","000AE722","000AE722","positive","1","5.000000","0","0.100000","20"
"eagle_feathers","Eagle Feathers","HawkFeatherseaglesmall","mihailhawkandtern.esp","LoreRim - Alchemy Tweaks.esp","06000822","FE7AA822","fortify_speed","Fortify Speed","REQ_Alch_FortifySpeed","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB1F","0003EB1F","positive","2","1.000000","120","0.100000","20"
"eagle_feathers","Eagle Feathers","HawkFeatherseaglesmall","mihailhawkandtern.esp","LoreRim - Alchemy Tweaks.esp","06000822","FE7AA822","fortify_one_handed","Fortify One-Handed","REQ_Alch_FortifyDamage_OneHanded","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB19","0003EB19","positive","3","4.000000","120","0.100000","20"
"eagle_feathers","Eagle Feathers","HawkFeatherseaglesmall","mihailhawkandtern.esp","LoreRim - Alchemy Tweaks.esp","06000822","FE7AA822","fortify_sneak","Fortify Sneak","REQ_Alch_FortifySneak","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB22","0003EB22","positive","4","4.000000","120","0.100000","20"
"cliff_racer_plume","Cliff Racer Plume","mihailcliffracer_lootDUPLICATE003","mihailcliffracer_FLY.esp","LoreRim - Alchemy Tweaks.esp","05000817","FE7A7817","lingering_damage_magicka","Lingering Damage Magicka","REQ_Alch_LingeringDamageMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0010DE5F","0010DE5F","negative","1","2.000000","15","0.050000","15"
"cliff_racer_plume","Cliff Racer Plume","mihailcliffracer_lootDUPLICATE003","mihailcliffracer_FLY.esp","LoreRim - Alchemy Tweaks.esp","05000817","FE7A7817","fortify_alteration","Fortify Alteration","REQ_Alch_FortifyAlteration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB24","0003EB24","positive","2","4.000000","120","0.050000","15"
"cliff_racer_plume","Cliff Racer Plume","mihailcliffracer_lootDUPLICATE003","mihailcliffracer_FLY.esp","LoreRim - Alchemy Tweaks.esp","05000817","FE7A7817","lingering_damage_health","Lingering Damage Health","REQ_Alch_LingeringDamageHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0010AA4A","0010AA4A","negative","3","1.000000","15","0.050000","15"
"cliff_racer_plume","Cliff Racer Plume","mihailcliffracer_lootDUPLICATE003","mihailcliffracer_FLY.esp","LoreRim - Alchemy Tweaks.esp","05000817","FE7A7817","fortify_jump","Fortify Jump","REQ_Alch_FortifyEnchanting","Skyrim.esm","LoreRim - Alchemy Tweaks.esp","0003EB29","0003EB29","positive","4","20.000000","120","0.050000","15"
"minotaur_horn","Minotaur Horn","MinotaurHorn","1Minotaurs.esp","LoreRim - Alchemy Tweaks.esp","0500080A","FE7A380A","resist_poison","Resist Poison","REQ_Alch_ResistPoison","Skyrim.esm","Requiem - Alchemy Redone.esp","00090041","00090041","positive","1","6.000000","120","1.000000","110"
"minotaur_horn","Minotaur Horn","MinotaurHorn","1Minotaurs.esp","LoreRim - Alchemy Tweaks.esp","0500080A","FE7A380A","damage_magicka_regeneration","Damage Magicka Regeneration","REQ_Alch_DamageMagickaRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F2B","00073F2B","negative","2","32.000000","60","1.000000","110"
"minotaur_horn","Minotaur Horn","MinotaurHorn","1Minotaurs.esp","LoreRim - Alchemy Tweaks.esp","0500080A","FE7A380A","fortify_health_regeneration","Fortify Health Regeneration","REQ_Alch_FortifyHealthRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB06","0003EB06","positive","3","16.000000","300","1.000000","110"
"minotaur_horn","Minotaur Horn","MinotaurHorn","1Minotaurs.esp","LoreRim - Alchemy Tweaks.esp","0500080A","FE7A380A","fortify_magicka_regeneration","Fortify Magicka Regeneration","REQ_Alch_FortifyMagickaRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB07","0003EB07","positive","4","16.000000","300","1.000000","110"
"beetle_legs","Beetle Legs","ShroomBeetleLegsBlackReach","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","05000820","FE759820","restore_health","Restore Health","REQ_Alch_RestoreHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB15","0003EB15","positive","1","1.000000","20","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsBlackReach","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","05000820","FE759820","fortify_speech","Fortify Speech","REQ_Alch_FortifySpeech","Skyrim.esm","Requiem - Alchemy Redone.esp","000D6947","000D6947","positive","2","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsBlackReach","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","05000820","FE759820","resist_magic","Resist Magic","REQ_Alch_ResistMagic","Skyrim.esm","Requiem - Alchemy Redone.esp","00039E51","00039E51","positive","3","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsBlackReach","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","05000820","FE759820","fortify_carry_weight","Fortify Carry Weight","REQ_Alch_FortifyCarryWeight","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB01","0003EB01","positive","4","4.000000","600","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsRed","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081F","FE75981F","restore_health","Restore Health","REQ_Alch_RestoreHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB15","0003EB15","positive","1","1.000000","20","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsRed","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081F","FE75981F","fortify_speech","Fortify Speech","REQ_Alch_FortifySpeech","Skyrim.esm","Requiem - Alchemy Redone.esp","000D6947","000D6947","positive","2","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsRed","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081F","FE75981F","resist_fire","Resist Fire","REQ_Alch_ResistFire","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEA","0003EAEA","positive","3","4.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsRed","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081F","FE75981F","fortify_carry_weight","Fortify Carry Weight","REQ_Alch_FortifyCarryWeight","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB01","0003EB01","positive","4","4.000000","600","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsBlue","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081E","FE75981E","restore_health","Restore Health","REQ_Alch_RestoreHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB15","0003EB15","positive","1","1.000000","20","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsBlue","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081E","FE75981E","fortify_speech","Fortify Speech","REQ_Alch_FortifySpeech","Skyrim.esm","Requiem - Alchemy Redone.esp","000D6947","000D6947","positive","2","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsBlue","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081E","FE75981E","resist_frost","Resist Frost","REQ_Alch_ResistFrost","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEB","0003EAEB","positive","3","4.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsBlue","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081E","FE75981E","fortify_carry_weight","Fortify Carry Weight","REQ_Alch_FortifyCarryWeight","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB01","0003EB01","positive","4","4.000000","600","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsYellow","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081D","FE75981D","restore_health","Restore Health","REQ_Alch_RestoreHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB15","0003EB15","positive","1","1.000000","20","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsYellow","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081D","FE75981D","fortify_speech","Fortify Speech","REQ_Alch_FortifySpeech","Skyrim.esm","Requiem - Alchemy Redone.esp","000D6947","000D6947","positive","2","2.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsYellow","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081D","FE75981D","resist_shock","Resist Shock","REQ_Alch_ResistShock","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEC","0003EAEC","positive","3","4.000000","120","0.100000","10"
"beetle_legs","Beetle Legs","ShroomBeetleLegsYellow","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081D","FE75981D","fortify_carry_weight","Fortify Carry Weight","REQ_Alch_FortifyCarryWeight","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB01","0003EB01","positive","4","4.000000","600","0.100000","10"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterBlackReach","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081C","FE75981C","drugged","Drugged","ShroomBeetleClusterBlackReachDrug","Shroom Beetles.esp","Shroom Beetles.esp","05000819","FE759819","positive","1","0.000000","60","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterBlackReach","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081C","FE75981C","cure_poison","Cure Poison","REQ_Alch_CurePoison","Skyrim.esm","Requiem - Alchemy Redone.esp","00109ADD","00109ADD","positive","2","2.000000","0","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterBlackReach","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081C","FE75981C","resist_magic","Resist Magic","REQ_Alch_ResistMagic","Skyrim.esm","Requiem - Alchemy Redone.esp","00039E51","00039E51","positive","3","2.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterBlackReach","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081C","FE75981C","fortify_illusion","Fortify Illusion","REQ_Alch_FortifyIllusion","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB27","0003EB27","positive","4","4.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterYellow","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081B","FE75981B","drugged","Drugged","ShroomBeetleClusterYellowDrug","Shroom Beetles.esp","Shroom Beetles.esp","05000818","FE759818","positive","1","0.000000","60","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterYellow","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081B","FE75981B","cure_poison","Cure Poison","REQ_Alch_CurePoison","Skyrim.esm","Requiem - Alchemy Redone.esp","00109ADD","00109ADD","positive","2","2.000000","0","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterYellow","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081B","FE75981B","resist_shock","Resist Shock","REQ_Alch_ResistShock","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEC","0003EAEC","positive","3","4.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterYellow","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081B","FE75981B","fortify_alteration","Fortify Alteration","REQ_Alch_FortifyAlteration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB24","0003EB24","positive","4","4.000000","120","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterBlue","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081A","FE75981A","drugged","Drugged","ShroomBeetleClusterBlueDrug","Shroom Beetles.esp","Shroom Beetles.esp","05000817","FE759817","positive","1","0.000000","60","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterBlue","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081A","FE75981A","cure_poison","Cure Poison","REQ_Alch_CurePoison","Skyrim.esm","Requiem - Alchemy Redone.esp","00109ADD","00109ADD","positive","2","2.000000","0","0.250000","25"
"mushroom_cluster","Mushroom Cluster","ShroomBeetleClusterBlue","Shroom Beetles.esp","LoreRim - Alchemy Tweaks.esp","0500081A","FE75981A","resist_frost","Resist Frost","REQ_Alch_ResistFrost","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEB","0003EAEB","positive","3","4.000000","120","0.250000","25"
